inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00349,2026-02-05,SCH0207,0,True,Available,Yes,False,Qushi Shere,Good condition
INSP01747,30/05/2025,SCH0344,Kharab,True,H,False,Not Available,Edhitha Soman,No remarks
INSP02470,2025-10-14,S0078,,True,Nahi hai,Nahi,True,Yauvani Mistry,Average
INSP02858,2025/07/10,sch0154,True,True,Y,Nahi,H,Reyansh Bhatnagar,
INSP02358,2025-06-24,sch0109,True,H,True,1,True,Wakeeta Gaba,Average
INSP01138,06/12/2025,SCH0007,True,True,Hai,Nahi hai,1,Brinda Nanda,No remarks
INSP02005,2025-04-08,sch_0422,True,,na,Nahi hai,True,Ranveer Chadha,Toilets locked
INSP01621,01.10.2025,sch_0482,haan,Nahi,Haan,True,0,Darsh Narang,Needs repair
INSP02979,08-03-2025,sch0031,1,True,,False,Y,Samesh Dar,Needs repair
INSP02963,19/08/2025,SCH0398,True,Functional,True,True,No,Anika Pandya,Toilets locked
INSP01340,15-Mar-2026,SCH0223,True,True,True,False,True,Lipika Kara,Average
INSP02620,09-Feb-2026,0584,True,na,True,False,True,Ucchal Kapur,Needs repair
INSP00454,22/06/2025,SCH0071,0,,Y,H,Working,Yashvi Talwar,Toilets locked
INSP00914,12/09/2025,SCH0323,Y,True,Yes,Haan,0,Ati Suri,Average
INSP02339,01-07-2026,0069,True,Broken,True,True,True,Hritik Dutt,
INSP01200,24.06.2025,0009,Hai,,haan,True,False,Janya Murty,Good condition
INSP01275,2026/03/29,SCH0562,True,Y,Nahi,Nahi,True,Ekanta Mangat,Average
INSP02060,12-20-2025,sch0571,na,Hai,False,True,1,Dev Walia,
INSP00038,16-Aug-2025,sch0496,H,True,Haan,False,H,Deepa Mahal,Needs repair
INSP00975,26/05/2025,SCH0464,Nahi hai,Y,True,True,True,Gaurika Ranganathan,Good condition
INSP02912,24/11/2025,SCH0404,Nahi hai,Haan,True,True,Available,Veer Narayanan,Needs repair
INSP00984,14/10/2025,0114,,H,No,Hai,False,,Needs repair
INSP02014,28/04/2025,SCH0409,Nahi,1,True,Yes,,Kiaan Vaidya,Average
INSP02120,26-Jul-2025,sch0457,Available,True,True,Not Available,False,Victor Subramaniam,Needs repair
INSP01419,17/02/2026,SCH0280,False,True,H,Working,Kharab,Joshua Korpal,Needs repair
INSP01285,30/03/2026,sch_0291,True,Kharab,Yes,Yes,na,Yutika Behl,Average
INSP02162,2025-07-10,SCH0001,True,Yes,1,False,False,Imaran Iyengar,No remarks
INSP00040,04-18-2025,sch0180,True,True,True,Under Repair,Functional,Xavier Manda,Needs repair
INSP01487,2025-05-18,SCH-0280,Y,haan,True,Y,Working,,
INSP01992,09/06/2025,SCH-0382,H,Available,True,True,0,Indali Gandhi,No remarks
INSP00170,2025-07-04,sch0102,Haan,True,True,True,Hai,Ekani Kaul,Good condition
INSP01356,05-18-2025,S0017,True,Available,0,False,Under Repair,Dipta Kapoor,
INSP00738,2025-08-28,SCH0497,False,True,True,True,Kharab,,Good condition
INSP01737,2025-05-10,sch_0181,True,True,True,Haan,False,,
INSP02839,11.02.2026,SCH0511,True,True,1,Yes,Haan,Rudra Memon,
INSP01565,26/05/2025,SCH-0533,True,0,True,,True,,Average
INSP02088,05/03/2026,sch_0087,1,True,haan,True,Y,Rachana Wali,Toilets locked
INSP00635,30.10.2025,SCH-0523,True,True,0,True,na,,
INSP02785,04-Jul-2025,SCH0067,1,False,True,True,False,Yatin Dara,Average
INSP02090,24-Jul-2025,SCH0491,,True,True,Under Repair,0,Jonathan Iyer,Toilets locked
INSP01641,26-Jan-2026,0430,Working,True,N,Nahi hai,True,Darpan Ganesh,Good condition
INSP01291,29.03.2026,sch0163,,True,na,Hai,Working,Sachi Mahal,
INSP02461,04/03/2026,S0435,True,True,N,False,Under Repair,Adya Date,No remarks
INSP01381,2026/02/13,SCH0460,True,haan,0,False,False,Ishaan Sharaf,Good condition
INSP00580,2025/04/15,SCH0164,False,Y,False,0,na,Nathan Dhar,Good condition
INSP00329,2025-12-23,SCH-0294,Available,Y,Functional,True,False,Simon Koshy,No remarks
INSP01833,17/05/2025,sch_0252,True,Yes,Yes,False,True,Nirja Bhardwaj,Toilets locked
INSP00893,02.09.2025,SCH-0062,False,No,True,1,True,Vaishnavi Setty,Toilets locked
INSP01144,11.07.2025,sch_0112,N,haan,False,True,False,Utkarsh Mallick,Toilets locked
INSP00781,05-09-2025,SCH0441,N,False,Yes,True,haan,Samaksh Shukla,No remarks
INSP00160,01-Jan-2026,sch0200,False,False,Y,True,0,Nidra Hayer,No remarks
INSP01731,06-22-2025,sch_0149,True,Y,Functional,False,H,Ishani Goel,Toilets locked
INSP01930,30-Dec-2025,SCH0396,haan,False,True,No,,Madhavi Bassi,Good condition
INSP02448,28-Jul-2025,SCH0445,Functional,H,Y,False,Nahi,,No remarks
INSP00062,2026/02/04,sch0502,True,True,Nahi,na,False,Abhiram Gandhi,
INSP00850,03.07.2025,sch0055,True,False,True,1,False,Niharika Kannan,Toilets locked
INSP02246,21-Jun-2025,SCH0081,True,Yes,True,True,Nahi,Upadhriti Chada,Toilets locked
INSP02145,07-12-2025,SCH0522,Yes,,False,haan,H,Hemal Contractor,Good condition
INSP02852,2026-01-11,SCH0050,1,Hai,Yes,,N,Hardik Venkatesh,
INSP01597,10/01/2026,SCH0326,Yes,,False,True,False,Aashi Bassi,Toilets locked
INSP01044,2026/03/16,S0066,haan,True,H,H,Y,Chandresh Varghese,Toilets locked
INSP02984,05-15-2025,SCH-0311,True,haan,Available,Yes,1,Bishakha Sood,No remarks
INSP01545,2025-10-24,SCH0116,False,True,True,Nahi hai,Kharab,Rayaan Chauhan,Average
INSP02100,2025-08-05,0194,Functional,True,True,False,False,Priya Tank,Needs repair
INSP00496,23-Jan-2026,SCH-0380,Yes,Haan,False,N,Hai,Sanya Bava,Toilets locked
INSP01071,2025-05-25,SCH-0456,haan,True,False,True,Hai,Daniel Oak,No remarks
INSP00054,12/04/2025,SCH0271,Yes,Functional,Hai,True,No,,Toilets locked
INSP02672,2025-10-29,SCH0229,,Yes,True,True,True,Ekani Devi,Needs repair
INSP00259,10-28-2025,0392,True,Y,H,N,No,Baghyawati Mani,Toilets locked
INSP00506,21-Jan-2026,S0207,True,Yes,Y,,,Vansha Chaudhary,Toilets locked
INSP00753,2025-09-19,sch0109,True,True,True,na,True,Mahika Sabharwal,Needs repair
INSP02402,30-Mar-2026,SCH0033,1,Haan,haan,,False,Indrajit Sarma,Needs repair
INSP00218,04-19-2025,SCH-0457,True,Y,1,True,haan,Tanvi Ramakrishnan,Good condition
INSP00825,19-Oct-2025,SCH0152,True,True,False,Hai,False,Qabil Khanna,Average
INSP01962,2026/02/01,S0172,True,Y,,False,False,Chatura Bassi,Toilets locked
INSP02373,2026-02-22,SCH-0532,Nahi,Yes,Available,No,True,,Toilets locked
INSP02397,15-May-2025,SCH0095,Yes,True,True,,Nahi,Kamya Virk,Average
INSP01390,2025/06/20,SCH0390,True,Y,No,True,False,Inaya Grewal,Good condition
INSP02633,05.08.2025,SCH-0174,,1,haan,False,haan,Champak Chander,Average
INSP01267,09/10/2025,SCH0343,True,True,Haan,Working,Functional,Amrita Buch,Toilets locked
INSP02594,2025/06/24,sch0107,H,True,True,True,Nahi,Daksh Oza,No remarks
INSP01910,05-04-2025,SCH0439,True,False,Haan,No,0,Baljiwan Kunda,Good condition
INSP01599,02-18-2026,sch0303,True,True,Yes,False,True,Balvan Naik,Needs repair
INSP02160,2025-05-07,SCH0594,Hai,Yes,True,No,False,Vrishti Dhaliwal,Toilets locked
INSP01608,05.09.2025,sch_0367,1,N,True,True,Not Available,Bakhshi Sani,
INSP01830,11-Sep-2025,SCH0390,,Working,Yes,,True,Yauvani Mani,Average
INSP00772,2025/12/12,sch_0104,Working,Functional,True,Under Repair,Y,Finn Bath,Good condition
INSP02945,2025/11/11,sch0551,False,,True,False,No,Aayush Vora,Toilets locked
INSP01961,2025-08-01,SCH-0007,Hai,Yes,1,True,False,,No remarks
INSP02823,29.07.2025,sch0587,True,True,False,True,N,Kashvi Sarin,Toilets locked
INSP01086,2025-11-19,sch0383,Available,True,True,,False,Meera Narain,
INSP02250,2025-08-27,SCH-0023,True,,True,Y,na,Jagvi Bhardwaj,
INSP02347,2026-02-14,sch_0556,True,H,True,Yes,True,Aadhya Ramanathan,Good condition
INSP01326,2025-05-19,SCH0360,,1,Working,False,False,Vihaan Soman,Needs repair
INSP02235,01-18-2026,SCH0014,True,,True,0,Nahi hai,,No remarks
INSP01742,03-09-2026,SCH-0501,True,Functional,Y,Broken,True,Ojasvi Nigam,Average
INSP01913,2025-08-09,SCH0553,H,1,True,True,False,,No remarks
INSP02363,2026/03/26,0076,Hai,Y,1,False,True,Azaan Rastogi,Needs repair
INSP01404,2025-09-23,SCH0083,1,True,,Hai,Hai,Warinder Kari,Good condition
INSP02994,18/12/2025,SCH0150,Hai,True,False,False,True,Rachana Seth,Needs repair
INSP02366,2025/05/09,sch_0436,False,True,Working,False,False,Xiti Sandhu,Toilets locked
INSP01914,11-22-2025,SCH0444,Working,Nahi,No,False,0,Zashil Bora,
INSP01164,2025/05/10,sch0456,Functional,Haan,1,0,False,Finn Jhaveri,No remarks
INSP00964,04-10-2025,sch_0430,True,,True,1,0,Chakradev Loke,Toilets locked
INSP02426,2025/07/14,SCH-0567,True,False,True,Available,Y,Jack Thaker,Average
INSP02564,28/09/2025,sch_0114,Under Repair,True,True,True,False,Bahadurjit Ben,
INSP00399,15/05/2025,SCH0555,False,Working,True,True,na,Jonathan Sharma,Toilets locked
INSP00585,2026-03-02,sch0495,na,True,Hai,Nahi hai,Working,Agastya Varma,Toilets locked
INSP00949,01/11/2025,sch0136,Haan,True,True,haan,Yes,Parth Wagle,Good condition
INSP00705,2025-12-05,sch_0266,True,Available,True,Haan,na,Kiaan Date,No remarks
INSP00432,2026/01/28,SCH0254,True,True,Yes,1,False,Max Bath,Good condition
INSP01689,27/04/2025,SCH0130,H,Nahi,True,False,Yes,Libni Agarwal,No remarks
INSP00293,2025/08/23,sch_0064,True,H,Haan,True,Working,Warinder Sachar,Needs repair
INSP00146,07-Jul-2025,SCH0518,Hai,Available,False,False,0,Xiti Rege,Toilets locked
INSP00324,22-Jan-2026,SCH0564,True,True,False,H,na,Max Garg,Needs repair
INSP02723,05-07-2025,SCH-0103,1,True,True,True,Nahi,Theodore Sidhu,Needs repair
INSP02224,11/07/2025,SCH0536,H,True,True,True,False,Amrita Raju,
INSP01166,16-Jul-2025,SCH0067,True,Broken,True,True,True,,Toilets locked
INSP01453,17.04.2025,SCH0029,Yes,True,False,True,False,Nathan Shenoy,Needs repair
INSP00003,04-06-2025,SCH-0568,,False,Available,Haan,N,Azad Pingle,Good condition
INSP01713,2025-12-11,SCH0300,Yes,H,True,True,haan,Kritika Wason,Toilets locked
INSP00577,2026/02/25,SCH0536,N,H,haan,True,,Krish Manda,No remarks
INSP02424,10-Dec-2025,sch_0296,False,1,False,True,0,Ekaja Madan,Needs repair
INSP00340,10-Jan-2026,SCH0300,Haan,False,True,Y,True,Neha Devi,Average
INSP02903,18.11.2025,SCH-0450,Available,True,Y,Hai,Functional,Yug Nair,Average
INSP02479,02/05/2025,sch_0326,1,Hai,Haan,False,Under Repair,Upadhriti Chander,No remarks
INSP00926,2025/04/16,sch_0403,True,Available,Available,True,Y,Yadavi Madan,Needs repair
INSP00266,2025/04/12,S0237,True,Working,True,False,na,Manthan Bal,Good condition
INSP00377,2025-10-29,SCH0050,Haan,False,0,na,Nahi hai,,No remarks
INSP02469,2025/09/25,sch_0037,,Yes,False,True,0,Anamika Kunda,Average
INSP01464,11-11-2025,SCH0070,Haan,haan,True,Functional,Haan,Dakshesh Memon,Good condition
INSP00272,2025-10-25,S0239,Functional,Yes,True,False,True,Jasmit Sampath,No remarks
INSP00697,01-21-2026,SCH-0010,H,H,N,Hai,Nahi,Parth Natt,No remarks
INSP00756,24/10/2025,sch0489,,haan,Functional,False,False,Suhani Baral,Toilets locked
INSP00245,2026-02-22,SCH0474,True,True,False,Kharab,False,Rudra Jha,Good condition
INSP02956,10-15-2025,sch_0368,True,Yes,False,Hai,0,Quincy Bath,No remarks
INSP00477,26.05.2025,0505,Nahi hai,1,True,Available,,Manya Mani,Toilets locked
INSP02011,2025/07/05,SCH-0120,H,1,True,Available,Haan,Varsha Gupta,Average
INSP01922,06-02-2025,sch_0228,True,1,True,True,Working,,Needs repair
INSP00814,06/03/2026,SCH0221,Hai,,True,Hai,True,Ayushman Parmar,Good condition
INSP01872,2025-10-06,SCH0184,True,1,haan,False,True,Ekanta Bose,Needs repair
INSP02669,2026-01-11,SCH0505,0,False,True,True,False,Harinakshi Contractor,Good condition
INSP02926,09-25-2025,SCH-0064,Nahi,True,H,Available,Y,,Needs repair
INSP02176,22.02.2026,0155,True,Available,1,1,False,Netra Sule,No remarks
INSP01165,2025-08-21,sch0463,No,True,True,na,H,,Toilets locked
INSP02289,03-25-2026,sch_0210,Yes,True,Available,Functional,Yes,Chandresh Mahal,Needs repair
INSP00251,09.04.2025,SCH0554,True,Y,False,Yes,Y,Laban Saini,Toilets locked
INSP00414,17.03.2026,0401,True,Haan,Yes,N,False,Ekapad Sibal,Toilets locked
INSP00546,2025/06/09,sch_0219,Yes,Functional,True,,N,,Good condition
INSP01194,21/07/2025,SCH0231,H,Hai,Nahi hai,True,True,Pranav Sagar,Average
INSP00739,12-Apr-2025,S0583,False,True,H,Working,Y,Sai Issac,Good condition
INSP00311,2025-11-22,SCH0143,N,Yes,True,Haan,True,Divya Sankaran,
INSP01375,29.09.2025,SCH0310,True,True,,Haan,True,Ojas Mohanty,No remarks
INSP00894,14/10/2025,SCH-0347,H,True,True,False,Hai,Sarthak Dey,Good condition
INSP01132,22.10.2025,SCH0317,Working,Haan,Y,Available,False,Akshay Magar,Average
INSP01450,12-07-2025,SCH-0147,H,True,False,na,No,Lakshmi Mandal,Needs repair
INSP02112,28-Sep-2025,sch_0265,False,1,Y,Hai,True,Jhalak Vig,Toilets locked
INSP00016,05-16-2025,SCH0028,Functional,True,Yes,Haan,Yes,Nidhi Kadakia,Good condition
INSP02109,2025-07-21,S0122,True,,Functional,False,1,Nirja Bassi,Toilets locked
INSP00722,09/06/2025,S0212,True,haan,True,Y,True,,Needs repair
INSP01421,2025/04/08,SCH-0352,True,False,True,Nahi,N,Diya Guha,Average
INSP02770,2026-01-14,0119,Hai,True,True,na,False,Yamini Agate,Toilets locked
INSP00982,2025-07-31,SCH-0128,False,,True,0,False,Aarini Atwal,No remarks
INSP02219,05-23-2025,SCH-0159,Hai,True,Y,False,True,Ekbal Bakshi,Average
INSP01540,21.07.2025,SCH0559,,True,0,True,True,Faqid Kapur,Needs repair
INSP02662,03/02/2026,sch_0122,Working,True,1,N,False,Janya Joshi,Needs repair
INSP01551,2025/06/20,SCH0096,na,True,True,False,True,Ekavir Mallick,Needs repair
INSP02548,2025-05-31,SCH0033,N,True,False,Hai,haan,Odika Nori,
INSP00364,10-22-2025,sch0100,True,True,True,True,True,Aachal Toor,No remarks
INSP00983,26.01.2026,sch_0584,Functional,Hai,True,True,False,Ridhi Pathak,Toilets locked
INSP00183,2025-04-01,SCH0257,True,True,1,False,Available,Meghana Chowdhury,
INSP00986,2025-10-28,SCH0122,,,Hai,False,Broken,Yatan Prabhu,Needs repair
INSP01271,12-29-2025,SCH0557,True,True,N,True,False,Onkar Behl,Toilets locked
INSP01195,2026/03/26,SCH0070,haan,Functional,True,1,False,Yashasvi Ahluwalia,Good condition
INSP01974,10-14-2025,SCH0275,haan,True,,False,True,Bahadurjit Mallick,Average
INSP01870,2025/07/23,SCH-0173,Working,Y,True,False,0,,No remarks
INSP01122,05/12/2025,SCH0157,True,True,na,Nahi,False,,Good condition
INSP00188,18-Apr-2025,sch_0509,True,True,Hai,na,Kharab,Ekansh Dayal,No remarks
INSP00620,18.06.2025,sch0368,True,True,True,False,No,Timothy Balasubramanian,Toilets locked
INSP02899,02/05/2025,S0154,False,1,True,Yes,False,Urvashi Barad,
INSP01176,13-Jun-2025,sch_0345,False,True,True,haan,Yes,Yug Parsa,
INSP01183,03-Sep-2025,SCH0133,True,True,Yes,Functional,1,Zilmil Doshi,Average
INSP02508,2025/04/19,SCH0566,Haan,True,True,,Nahi hai,Tanay Sahota,No remarks
INSP02320,10.11.2025,SCH0277,No,Working,True,True,Yes,Ati Sama,Good condition
INSP00615,20/07/2025,SCH0372,H,Functional,Yes,Under Repair,Yes,Nandini Golla,Good condition
INSP01514,10/09/2025,SCH-0402,No,Functional,True,Nahi,True,Vivaan Bhattacharyya,Average
INSP01467,28/12/2025,SCH0368,True,,Available,Y,False,,Average
INSP00402,31.08.2025,S0357,True,Hai,True,Haan,False,Siddharth Sethi,Average
INSP00995,2026-01-14,SCH0031,True,False,haan,Broken,Nahi,Rajata Dhaliwal,Toilets locked
INSP00935,22.02.2026,S0364,False,False,True,True,True,Ronith Gole,Average
INSP00372,24.05.2025,S0315,True,Haan,Haan,True,No,,Needs repair
INSP02091,2025-06-13,0199,True,True,True,False,False,,No remarks
INSP02284,2025-08-04,SCH0556,True,haan,H,False,True,Samesh Gulati,Good condition
INSP00594,20-Mar-2026,SCH0203,Yes,Y,Hai,Working,Yes,Raghav Chaudhuri,Toilets locked
INSP02829,2025-07-12,sch0491,True,na,True,True,False,Januja Pal,
INSP00727,2025-11-09,SCH0022,True,True,True,True,1,Unni Sama,No remarks
INSP00827,29-Jun-2025,SCH-0080,,Haan,H,Kharab,True,Aditya Vyas,No remarks
INSP01869,2025/09/01,SCH0394,Working,Haan,,,True,Yash Nadig,Needs repair
INSP00688,19.12.2025,SCH0141,Yes,Y,True,False,Nahi hai,Rayaan Sundaram,No remarks
INSP02335,2025/10/26,SCH0107,Hai,True,Available,Hai,False,Faqid Amble,Average
INSP00137,04-17-2025,sch_0237,Functional,Available,False,True,0,Leela Mangal,Toilets locked
INSP02577,01.03.2026,SCH-0184,1,1,True,False,True,,Average
INSP00629,2026/02/26,SCH-0035,True,True,Hai,Y,False,,Good condition
INSP00335,2026/03/29,SCH-0248,False,Y,Nahi,Working,False,Christopher Yadav,Good condition
INSP01806,24/11/2025,SCH-0102,True,na,True,Hai,True,Aadhya Lad,Toilets locked
INSP00391,2025-08-16,sch0600,Kharab,Y,1,Hai,False,Forum Shetty,No remarks
INSP02934,14.03.2026,SCH-0535,True,H,False,No,N,,Average
INSP01110,2025/07/20,SCH-0391,True,True,True,False,Nahi,Adya Gara,Good condition
INSP01938,20/12/2025,SCH0150,haan,Yes,H,False,False,Arin Nagi,
INSP01818,26-Jun-2025,SCH0211,Yes,Yes,Y,Yes,No,Krisha Sabharwal,Average
INSP02838,12-07-2025,S0170,False,Y,,Nahi hai,N,Divya Bhalla,Needs repair
INSP00711,2025-12-26,SCH-0513,True,No,Yes,True,No,,Average
INSP01040,2025-08-27,sch0348,Haan,Working,haan,True,True,,Toilets locked
INSP02072,06-26-2025,0032,True,True,H,False,Hai,Warjas Doshi,Good condition
INSP02874,24-Jul-2025,SCH0443,Haan,True,Y,Broken,False,Bhavika Om,Toilets locked
INSP02729,25.09.2025,SCH0355,Y,True,Hai,,False,Ganga Shere,Toilets locked
INSP01562,04-08-2025,SCH0372,True,True,False,na,,Pooja Gill,Toilets locked
INSP02898,25/11/2025,sch_0095,Y,False,Working,na,False,Max Dewan,Good condition
INSP01595,26.07.2025,SCH-0538,,True,Hai,True,,Ira Bala,Good condition
INSP02991,23-Nov-2025,SCH-0205,Yes,,False,False,Functional,Avi Vig,No remarks
INSP02652,2025-04-22,SCH-0019,True,False,Hai,Working,Y,Ayush Mangat,
INSP01113,17/07/2025,S0319,1,True,Functional,True,,,Toilets locked
INSP00466,2026/01/16,sch_0397,True,True,,Y,1,Ojas Behl,
INSP01561,05-01-2025,0306,False,1,True,No,na,Gautam Sahota,Needs repair
INSP01224,02-18-2026,SCH0144,Y,True,False,True,No,Forum Minhas,
INSP02111,15-Apr-2025,SCH0214,,Available,True,True,True,Radha Prabhu,
INSP02133,12-Jan-2026,SCH0367,Available,False,True,Under Repair,Nahi,Krishna Viswanathan,Toilets locked
INSP02472,02-Dec-2025,sch_0430,True,1,Nahi,1,True,Wakeeta Dey,
INSP01509,15/10/2025,SCH0292,haan,na,True,na,True,,Good condition
INSP02716,2026-01-09,sch0120,True,True,True,False,,,No remarks
INSP01105,06-05-2025,SCH0153,True,False,Working,True,Hai,Dalbir Sur,Average
INSP00661,28.08.2025,sch0276,Y,Y,True,False,True,Bhavika Venkataraman,Good condition
INSP01270,2025/11/11,SCH0056,True,Available,True,True,Yes,Jeevika Gola,Good condition
INSP00339,2025/08/15,SCH0493,False,Working,Y,True,Not Available,Maanav Luthra,No remarks
INSP00216,03-Aug-2025,SCH-0545,,False,Nahi hai,True,False,Mohammed Varghese,
INSP01616,06-09-2025,SCH0081,True,Nahi,H,N,1,Nisha Wason,
INSP01342,31-Mar-2026,sch_0330,Yes,Haan,1,True,False,Jatin Date,
INSP02646,06-Sep-2025,0226,False,Y,haan,No,Broken,Chaman Maharaj,Average
INSP02965,21.07.2025,sch0460,1,Functional,Haan,Kharab,False,Jagdish Bakshi,Toilets locked
INSP02947,27-Aug-2025,SCH0146,Kharab,Working,True,True,N,Charles Balasubramanian,
INSP01847,10/07/2025,S0469,Haan,True,Y,Broken,Available,Quincy Pau,
INSP01593,2025/10/05,sch0436,Working,True,Not Available,1,False,Janaki Jhaveri,Toilets locked
INSP02047,19.04.2025,SCH0114,True,,True,,True,Aryan Sachdeva,Good condition
INSP00451,2025-07-15,0490,True,True,N,Nahi hai,na,Qushi Tella,Average
INSP02654,07/04/2025,SCH0489,True,True,Y,Nahi hai,Haan,Hardik Bhatia,Good condition
INSP00817,2025-06-07,SCH0301,na,Yes,Haan,True,True,Ayushman Viswanathan,No remarks
INSP01068,13/08/2025,sch0086,True,1,True,,Available,Balveer Jhaveri,
INSP02139,04/03/2026,sch0067,Available,True,,False,True,Widisha Badal,Good condition
INSP00275,2026/02/06,SCH0351,False,True,Functional,True,Yes,Advik Baria,
INSP02367,23-May-2025,S0095,Functional,Y,0,True,Hai,Alka Comar,Needs repair
INSP00866,05-Jan-2026,0103,0,haan,True,True,True,Zehaan Nigam,Needs repair
INSP00102,2025/12/08,S0332,True,True,Working,Available,True,Jalsa Kumer,Needs repair
INSP01502,01.12.2025,sch_0258,Haan,Yes,True,False,True,Arunima Ramakrishnan,Good condition
INSP02938,11-Mar-2026,SCH0014,True,Y,H,False,False,Nidra Barad,Toilets locked
INSP00172,01/04/2025,SCH0334,Nahi,True,True,na,False,Ria Palla,
INSP00108,07/07/2025,SCH0568,Y,True,,Haan,No,Januja Patla,Good condition
INSP02217,01-May-2025,SCH0552,Haan,Yes,True,,False,Girik Prashad,Toilets locked
INSP01522,11-11-2025,SCH-0384,True,haan,Haan,True,False,Amol Khalsa,
INSP00197,2026-01-14,SCH0416,H,False,,Functional,True,Rajata Sarraf,Average
INSP01827,2025-09-08,sch0231,No,True,True,N,Yes,Omaja Bhatnagar,Average
INSP02322,24/03/2026,sch_0304,True,Yes,haan,na,na,Nathan Pathak,Needs repair
INSP02114,2025-10-24,SCH-0388,Nahi,haan,Hai,N,na,,
INSP01968,05/12/2025,SCH0096,haan,Hai,False,Haan,True,Upma Kulkarni,Needs repair
INSP02416,2025-09-03,sch0285,H,True,False,True,Nahi,Varsha Manda,Toilets locked
INSP02121,27-Jul-2025,SCH0414,Haan,False,True,haan,Nahi hai,Ayush Deo,No remarks
INSP02374,17.05.2025,sch_0485,False,True,Nahi hai,True,True,Anirudh Korpal,Average
INSP02464,29/08/2025,S0273,False,True,True,True,True,Baghyawati Sen,Needs repair
INSP02708,26-May-2025,sch0014,False,H,False,N,,Ishanvi Viswanathan,Toilets locked
INSP01963,20/03/2026,SCH0429,True,1,False,True,False,Eshana Singh,No remarks
INSP00296,2026-01-05,sch0300,Haan,H,False,,Working,Jason Randhawa,
INSP00713,04/01/2026,SCH0059,,False,False,Haan,Y,Viraj Mitra,Needs repair
INSP00073,2025/11/06,SCH0560,Nahi,Available,Y,,True,Ishanvi Mander,Average
INSP01525,13/05/2025,SCH0353,True,Nahi,Y,na,True,Timothy Borra,Average
INSP02393,2026-02-06,SCH0328,False,True,Yes,False,H,Orinder Subramanian,Toilets locked
INSP02980,21/12/2025,SCH-0481,False,False,True,Y,True,Prisha Kaur,Good condition
INSP01242,31.12.2025,SCH-0386,False,True,True,True,0,Abha Bal,Average
INSP00482,02-12-2026,SCH0092,True,H,True,Kharab,True,Tejas Maharaj,Good condition
INSP02338,21.05.2025,SCH0542,True,Functional,True,Yes,True,Mason Bhavsar,Needs repair
INSP01531,04-12-2025,SCH0509,na,True,,False,True,Saksham Bera,No remarks
INSP02686,2025-04-20,SCH0243,False,True,Haan,True,Nahi,Vedant Som,Needs repair
INSP01873,08.03.2026,sch0165,haan,True,Available,True,Y,,Good condition
INSP01515,11.07.2025,SCH0029,False,True,True,False,True,Omkaar Krishnan,Average
INSP00332,20-Aug-2025,SCH-0450,1,True,True,True,haan,Fiyaz Chanda,Average
INSP01763,07-02-2025,0420,True,True,No,False,True,,Good condition
INSP01491,12.11.2025,SCH0230,,False,True,False,True,Harsh Sagar,No remarks
INSP01172,2025/11/19,SCH0151,True,Y,Available,False,True,Samaksh Sidhu,Good condition
INSP02580,2025/07/01,sch0546,True,,True,Y,1,Ayushman Sahota,No remarks
INSP02038,2025-04-08,SCH0428,False,True,True,,False,Zaitra Rege,Needs repair
INSP02673,2025/06/14,sch_0214,True,True,True,0,Y,Laksh Babu,Good condition
INSP02185,05-29-2025,SCH0186,Nahi,False,N,Under Repair,True,Timothy Ganguly,
INSP02336,2025-10-16,sch0443,True,True,No,False,False,Lucky Natt,Toilets locked
INSP02395,2025/11/13,sch0141,True,H,Yes,0,False,Madhavi Ben,
INSP00406,16.07.2025,SCH0367,No,True,True,True,Available,Vedika Sodhi,Average
INSP00758,10-Dec-2025,sch_0034,Y,True,True,,Nahi,Inaya Barman,Toilets locked
INSP02115,10.11.2025,sch0381,na,True,False,True,1,Meghana Sama,Average
INSP02303,24.09.2025,sch_0334,Functional,True,Haan,True,True,Vyanjana Tandon,Good condition
INSP01608,05.09.2025,sch_0367,1,N,True,True,Not Available,Bakhshi Sani,
INSP00098,2025/09/14,SCH0520,,False,True,True,False,Mitesh Mahajan,No remarks
INSP01334,24/01/2026,sch_0260,Available,True,Nahi,,na,Amruta Talwar,Needs repair
INSP02513,2025-05-11,SCH0468,No,1,0,Haan,False,,No remarks
INSP00744,2025-06-28,SCH0268,Nahi,Available,H,Nahi hai,na,,Needs repair
INSP00807,20.08.2025,SCH0131,H,Hai,0,,N,Hiral Bhattacharyya,No remarks
INSP02911,28-Nov-2025,S0153,Yes,Yes,Under Repair,,True,Qushi Gulati,Needs repair
INSP02079,13/08/2025,SCH0212,1,Functional,Nahi hai,False,True,Vasana Kaul,No remarks
INSP02630,01-Jul-2025,SCH-0490,True,Haan,Working,True,True,Dayita Choudhry,Toilets locked
INSP01536,04.06.2025,sch_0474,True,True,No,Hai,Kharab,Nandini Parikh,Needs repair
INSP02308,01-09-2026,SCH0486,0,True,,True,False,Ekansh Natarajan,Average
INSP02267,15/05/2025,SCH0347,True,True,True,,Y,Thomas Lala,Toilets locked
INSP02467,13-Feb-2026,sch0435,Yes,haan,Y,False,True,Faris Parmar,
INSP00149,08-07-2025,SCH0465,Available,1,True,False,False,Azaan Sani,Needs repair
INSP01978,26.10.2025,SCH0311,False,haan,False,1,True,Mugdha Badami,Average
INSP02163,10/10/2025,SCH-0043,Yes,1,Hai,,Functional,Ayaan Solanki,Good condition
